displayName,schoolType,state,city,region,isPublic,displayRank,sortRank,ReligiousAffiliation
Savannah State University,regional-universities-south,GA,Savannah,south,True,#112,112,
Schoolcraft College,regional-colleges-midwest,MI,Livonia,midwest,True,Unranked,-2,
School of the Art Institute of Chicago,specialty-arts,IL,Chicago,,True,Unranked,-2,
School of Visual Arts,regional-universities-north,NY,New York,north,True,#120,120,
Schreiner University,regional-universities-west,TX,Kerrville,west,True,#75,75,
Scripps College,national-liberal-arts-colleges,CA,Claremont,,True,#44,44,
Seattle Central College,regional-colleges-west,WA,Seattle,west,True,Unranked,-2,
Seattle Pacific University,national-universities,WA,Seattle,,True,#273,273,
Seattle University,national-universities,WA,Seattle,,True,#152,152,
Seminole State College of Florida,regional-colleges-south,FL,Sanford,south,True,Unranked,-2,
Sentara College of Health Sciences,health,VA,Chesapeake,,True,Unranked,-2,
Seton Hall University,national-universities,NJ,South Orange,,True,#165,165,
Seton Hill University,regional-universities-north,PA,Greensburg,north,True,#49,49,
Shasta College,regional-colleges-west,CA,Redding,west,True,Unranked,-2,
Shawnee State University,regional-universities-midwest,OH,Portsmouth,midwest,True,#109,109,
Shaw University,regional-colleges-south,NC,Raleigh,south,True,#88-97,-1,
Shenandoah University,national-universities,VA,Winchester,,True,#315,315,
Shepherd University,regional-universities-south,WV,Shepherdstown,south,True,#78,78,
Shippensburg University of Pennsylvania,regional-universities-north,PA,Shippensburg,north,True,#97,97,
Shorter University,regional-universities-south,GA,Rome,south,True,#115,115,
Siena College,regional-universities-north,NY,Loudonville,north,True,#13,13,
Siena Heights University,regional-universities-midwest,MI,Adrian,midwest,True,#48,48,
Simmons University,national-universities,MA,Boston,,True,#165,165,
Simpson College,regional-colleges-midwest,IA,Indianola,midwest,True,#6,6,
Simpson University,national-liberal-arts-colleges,CA,Redding,,True,#177,177,
Sinte Gleska University,tribal,SD,Rosebud,,True,Unranked,-2,
Sitting Bull College,tribal,ND,Fort Yates,,True,Unranked,-2,
Skagit Valley College,regional-colleges-west,WA,Mount Vernon,west,True,Unranked,-2,
Skidmore College,national-liberal-arts-colleges,NY,Saratoga Springs,,True,#36,36,
Skyline College,regional-colleges-west,CA,San Bruno,west,True,Unranked,-2,
Slippery Rock University of Pennsylvania,regional-universities-north,PA,Slippery Rock,north,True,#44,44,
Smith College,national-liberal-arts-colleges,MA,Northampton,,True,#14,14,
Snow College,regional-colleges-west,UT,Ephraim,west,True,#33,33,
Soka University of America,national-liberal-arts-colleges,CA,Aliso Viejo,,True,#45,45,
Solano Community College,regional-colleges-west,CA,Fairfield,west,True,Unranked,-2,
Sonoma State University,regional-universities-west,CA,Rohnert Park,west,True,#25,25,
South Carolina State University,regional-universities-south,SC,Orangeburg,south,True,#95,95,
South College,national-universities,TN,Knoxville,,True,#392-434,-1,
South Dakota School of Mines and Technology,regional-universities-midwest,SD,Rapid City,midwest,True,#32,32,
South Dakota State University,national-universities,SD,Brookings,,True,#266,266,
Southeastern Louisiana University,regional-universities-south,LA,Hammond,south,True,#82,82,
Southeastern Oklahoma State University,regional-universities-west,OK,Durant,west,True,#102,102,
Southeastern University,national-universities,FL,Lakeland,,True,#392-434,-1,
Southeast Missouri Hospital College of Nursing and Health Sciences,health,MO,Cape Girardeau,,True,Unranked,-2,
Southeast Missouri State University,regional-universities-midwest,MO,Cape Girardeau,midwest,True,#82,82,
Southern Adventist University,regional-universities-south,TN,Collegedale,south,True,#34,34,
Southern Arkansas University,regional-universities-south,AR,Magnolia,south,True,#78,78,
Southern Baptist Theological Seminary,faith,KY,Louisville,,True,Unranked,-2,
Southern California Institute of Architecture,special-focus,CA,Los Angeles,,True,Unranked,-2,
Southern California University of Health Sciences,health,CA,Whittier,,True,Unranked,-2,
Southern Connecticut State University,regional-universities-north,CT,New Haven,north,True,#66,66,
Southern Illinois University--Carbondale,national-universities,IL,Carbondale,,True,#288,288,
Southern Illinois University Edwardsville,national-universities,IL,Edwardsville,,True,#359,359,
Southern Methodist University,national-universities,TX,Dallas,,True,#91,91,
Southern Nazarene University,regional-universities-west,OK,Bethany,west,True,#64,64,
Southern New Hampshire University,regional-universities-north,NH,Manchester,north,True,#151-165,-1,
Southern Oregon University,regional-universities-west,OR,Ashland,west,True,#87,87,
Southern University and A & M College,national-universities,LA,Baton Rouge,,True,#392-434,-1,
Southern University at New Orleans,regional-universities-south,LA,New Orleans,south,True,#122-133,-1,
Southern Utah University,regional-universities-west,UT,Cedar City,west,True,#70,70,
Southern Virginia University,national-liberal-arts-colleges,VA,Buena Vista,,True,#182,182,
Southern Wesleyan University,regional-universities-south,SC,Central,south,True,#57,57,
South Florida State College,regional-colleges-south,FL,Avon Park,south,True,Unranked,-2,
South Georgia State College,regional-colleges-south,GA,Douglas,south,True,#75,75,
South Seattle College,regional-colleges-west,WA,Seattle,west,True,Unranked,-2,
South Texas College,regional-colleges-west,TX,McAllen,west,True,#41,41,
South University,regional-universities-south,GA,Savannah,south,True,Unranked,-2,
South University-Tampa,health,FL,Tampa,,True,Unranked,-2,
Southwest Baptist University,regional-universities-midwest,MO,Bolivar,midwest,True,#122,122,
Southwestern Adventist University,regional-colleges-west,TX,Keene,west,True,#17,17,
Southwestern Assemblies of God University,regional-universities-west,TX,Waxahachie,west,True,#81,81,
Southwestern Christian College,regional-colleges-west,TX,Terrell,west,True,Unranked,-2,
Southwestern Christian University,regional-colleges-west,OK,Bethany,west,True,#40,40,
Southwestern College,regional-colleges-midwest,KS,Winfield,midwest,True,#43,43,
Southwestern Oklahoma State University,regional-universities-west,OK,Weatherford,west,True,#64,64,
Southwestern University,national-liberal-arts-colleges,TX,Georgetown,,True,#83,83,
Southwest Minnesota State University,regional-universities-midwest,MN,Marshall,midwest,True,#109,109,
Spalding University,regional-universities-south,KY,Louisville,south,True,#41,41,
Spelman College,national-liberal-arts-colleges,GA,Atlanta,,True,#40,40,
Spokane Community College,regional-colleges-west,WA,Spokane,west,True,Unranked,-2,
Spokane Falls Community College,regional-colleges-west,WA,Spokane,west,True,Unranked,-2,
Spring Arbor University,regional-universities-midwest,MI,Spring Arbor,midwest,True,#73,73,
Springfield College,national-universities,MA,Springfield,,True,#244,244,
Spring Hill College,regional-colleges-south,AL,Mobile,south,True,#17,17,
St. Ambrose University,national-universities,IA,Davenport,,True,#315,315,
St. Andrews University,regional-colleges-south,NC,Laurinburg,south,True,#88-97,-1,
Stanford University,national-universities,CA,Stanford,,True,#4,4,
State College of Florida--Manatee-Sarasota,regional-colleges-south,FL,Bradenton,south,True,Unranked,-2,
St. Augustine College,regional-colleges-midwest,IL,Chicago,midwest,True,#17,17,
St. Bonaventure University,regional-universities-north,NY,St. Bonaventure,north,True,#19,19,
St. Catherine University,national-universities,MN,St. Paul,,True,#214,214,
St. Charles Borromeo Seminary,faith,PA,Wynnewood,,True,Unranked,-2,
St. Cloud State University,regional-universities-midwest,MN,St. Cloud,midwest,True,#98,98,
Stephen F. Austin State University,regional-universities-west,TX,Nacogdoches,west,True,#35,35,
Stephens College,regional-universities-midwest,MO,Columbia,midwest,True,#67,67,
Sterling College (KS),regional-colleges-midwest,KS,Sterling,midwest,True,#46,46,
Sterling College (VT),regional-colleges-north,VT,Craftsbury Common,north,True,#32,32,
Stetson University,regional-universities-south,FL,DeLand,south,True,#7,7,
Stevens Institute of Technology,national-universities,NJ,Hoboken,,True,#76,76,
Stevenson University,regional-universities-north,MD,Owings Mills,north,True,#81,81,
St. Francis College,regional-colleges-north,NY,Brooklyn,north,True,#18,18,
St. Francis Medical Center College of Nursing,health,IL,Peoria,,True,Unranked,-2,
St. Francis University,regional-universities-north,PA,Loretto,north,True,#30,30,
Stillman College,regional-colleges-south,AL,Tuscaloosa,south,True,#87,87,
St. John Fisher University,national-universities,NY,Rochester,,True,#179,179,
St. John's College (IL),health,IL,Springfield,,True,Unranked,-2,
St. John's College (MD),national-liberal-arts-colleges,MD,Annapolis,,True,#83,83,
St. John's College (NM),national-liberal-arts-colleges,NM,Santa Fe,,True,#114,114,
St. John's University (NY),national-universities,NY,Queens,,True,#152,152,
St. John Vianney College Seminary,faith,FL,Miami,,True,Unranked,-2,
St. Joseph's College (ME),regional-universities-north,ME,Standish,north,True,#101,101,
St. Joseph Seminary College,faith,LA,St. Benedict,,True,Unranked,-2,
"St. Joseph's University, New York",regional-universities-north,NY,Brooklyn,north,True,#55,55,
St. Lawrence University,national-liberal-arts-colleges,NY,Canton,,True,#59,59,
St Luke's College,health,IA,Sioux City,,True,Unranked,-2,
St. Mary's College of Maryland,national-liberal-arts-colleges,MD,St. Marys City,,True,#100,100,
St. Mary's University of San Antonio,regional-universities-west,TX,San Antonio,west,True,#17,17,
St. Norbert College,national-liberal-arts-colleges,WI,De Pere,,True,#90,90,
Stockton University,national-universities,NJ,Galloway,,True,#152,152,
St. Olaf College,national-liberal-arts-colleges,MN,Northfield,,True,#50,50,
Stone Child College,tribal,MT,Boneau,,True,Unranked,-2,
Stonehill College,national-liberal-arts-colleges,MA,Easton,,True,#83,83,
Stony Brook University--SUNY,national-universities,NY,Stony Brook,,True,#58,58,
St. Petersburg College,regional-colleges-south,FL,St. Petersburg,south,True,Unranked,-2,
Strayer University,regional-universities-north,DC,Washington,north,True,Unranked,-2,
St. Thomas Aquinas College,regional-universities-north,NY,Sparkill,north,True,#120,120,
St. Thomas University,national-universities,FL,Miami Gardens,,True,#392-434,-1,
Suffolk University,national-universities,MA,Boston,,True,#259,259,
Sullivan University,regional-universities-south,KY,Louisville,south,True,Unranked,-2,
Sul Ross State University,regional-universities-west,TX,Alpine,west,True,#100,100,
SUM Bible College and Theological Seminary,faith,CA,El Dorado Hills,,True,Unranked,-2,
SUNY at Fredonia,regional-universities-north,NY,Fredonia,north,True,#66,66,
SUNY Brockport,regional-universities-north,NY,Brockport,north,True,#55,55,
SUNY Buffalo State University,regional-universities-north,NY,Buffalo,north,True,#120,120,
SUNY Cobleskill,regional-colleges-north,NY,Cobleskill,north,True,#10,10,
SUNY College of Environmental Science and Forestry,national-universities,NY,Syracuse,,True,#144,144,
SUNY College of Technology at Canton,regional-colleges-north,NY,Canton,north,True,#9,9,
SUNY College of Technology--Delhi,regional-colleges-north,NY,Delhi,north,True,#14,14,
SUNY College--Old Westbury,regional-universities-north,NY,Old Westbury,north,True,#101,101,
SUNY Cortland,regional-universities-north,NY,Cortland,north,True,#49,49,
SUNY Downstate Health Sciences University,medical,NY,Brooklyn,,True,Unranked,-2,
SUNY Empire State University,regional-universities-north,NY,Saratoga Springs,north,True,#151-165,-1,
SUNY--Geneseo,regional-universities-north,NY,Geneseo,north,True,#13,13,
SUNY Maritime College,regional-universities-north,NY,Throggs Neck,north,True,#25,25,
SUNY Morrisville,regional-colleges-north,NY,Morrisville,north,True,#24,24,
SUNY--New Paltz,regional-universities-north,NY,New Paltz,north,True,#19,19,
SUNY Oneonta,regional-universities-north,NY,Oneonta,north,True,#25,25,
SUNY Oswego,regional-universities-north,NY,Oswego,north,True,#37,37,
SUNY--Plattsburgh,regional-universities-north,NY,Plattsburgh,north,True,#49,49,
SUNY Polytechnic Institute,regional-universities-north,NY,Utica,north,True,#33,33,
SUNY Potsdam,regional-universities-north,NY,Potsdam,north,True,#84,84,
Susquehanna University,national-liberal-arts-colleges,PA,Selinsgrove,,True,#103,103,
Swarthmore College,national-liberal-arts-colleges,PA,Swarthmore,,True,#3,3,
Sweet Briar College,national-liberal-arts-colleges,VA,Sweet Briar,,True,#173,173,
Syracuse University,national-universities,NY,Syracuse,,True,#73,73,
Tabor College,regional-colleges-midwest,KS,Hillsboro,midwest,True,#43,43,
Tacoma Community College,regional-colleges-west,WA,Tacoma,west,True,Unranked,-2,
Talladega College,regional-colleges-south,AL,Talladega,south,True,#72,72,
Tallahassee Community College,regional-colleges-south,FL,Tallahassee,south,True,Unranked,-2,
Tarleton State University,national-universities,TX,Stephenville,,True,#371,371,
Taylor University,regional-colleges-midwest,IN,Upland,midwest,True,#3,3,
Temple University,national-universities,PA,Philadelphia,,True,#98,98,
Tennessee State University,national-universities,TN,Nashville,,True,#392-434,-1,
Tennessee Tech University,national-universities,TN,Cookeville,,True,#288,288,
Tennessee Wesleyan University,regional-colleges-south,TN,Athens,south,True,#10,10,
Texas A&M International University,regional-universities-west,TX,Laredo,west,True,#47,47,
Texas A&M University,national-universities,TX,College Station,,True,#51,51,
Texas A&M University--Corpus Christi,national-universities,TX,Corpus Christi,,True,#392-434,-1,
Texas A & M University-Kingsville,national-universities,TX,Kingsville,,True,#359,359,
Texas A&M University--San Antonio,regional-universities-west,TX,San Antonio,west,True,#68,68,
Texas A&M University--Texarkana,regional-universities-west,TX,Texarkana,west,True,#80,80,
Texas Christian University,national-universities,TX,Fort Worth,,True,#105,105,
Texas College,regional-colleges-west,TX,Tyler,west,True,#42-45,-1,
Texas Lutheran University,regional-colleges-west,TX,Seguin,west,True,#9,9,
Texas Southern University,national-universities,TX,Houston,,True,#392-434,-1,
Texas State University,national-universities,TX,San Marcos,,True,#273,273,
Texas Tech University,national-universities,TX,Lubbock,,True,#214,214,
Texas Tech University Health Sciences Center-El Paso,medical,TX,El Paso,,True,Unranked,-2,
Texas Tech University Health Sciences Center-Lubbock,special-focus-research,TX,Lubbock,,True,Unranked,-2,
Texas Wesleyan University,national-universities,TX,Fort Worth,,True,#392-434,-1,
Texas Woman's University,national-universities,TX,Denton,,True,#329,329,
Thiel College,regional-colleges-north,PA,Greenville,north,True,#26,26,
Thomas Aquinas College,national-liberal-arts-colleges,CA,Santa Paula,,True,#63,63,
Thomas College,regional-universities-north,ME,Waterville,north,True,#151-165,-1,
Thomas Edison State University,regional-universities-north,NJ,Trenton,north,True,Unranked,-2,
Thomas Jefferson University,national-universities,PA,Philadelphia,,True,#136,136,
Thomas More College of Liberal Arts,national-liberal-arts-colleges,NH,Merrimack,,True,Unranked,-2,
Thomas More University,regional-universities-south,KY,Crestview Hills,south,True,#82,82,
Thomas University,regional-universities-south,GA,Thomasville,south,True,#122-133,-1,
Tiffin University,regional-universities-midwest,OH,Tiffin,midwest,True,#141,141,
Toccoa Falls College,regional-colleges-south,GA,Toccoa Falls,south,True,#30,30,
Tougaloo College,national-liberal-arts-colleges,MS,Tougaloo,,True,#187-204,-1,
Touro University,national-universities,NY,New York,,True,#171,171,
Touro University Nevada,medical,NV,Henderson,,True,Unranked,-2,
Towson University,regional-universities-north,MD,Towson,north,True,#15,15,
Transylvania University,national-liberal-arts-colleges,KY,Lexington,,True,#108,108,
Trevecca Nazarene University,national-universities,TN,Nashville,,True,#359,359,
Trine University,regional-colleges-midwest,IN,Angola,midwest,True,#17,17,
Trinity Bible College and Graduate School,faith,ND,Ellendale,,True,Unranked,-2,
Trinity Christian College,regional-colleges-midwest,IL,Palos Heights,midwest,True,#23,23,
Trinity College,national-liberal-arts-colleges,CT,Hartford,,True,#36,36,
Trinity College of Nursing & Health Sciences,health,IL,Rock Island,,True,Unranked,-2,
Trinity International University,national-universities,IL,Deerfield,,True,#392-434,-1,
Trinity University,national-liberal-arts-colleges,TX,San Antonio,,True,#40,40,
Trinity Washington University,regional-universities-north,DC,Washington,north,True,#129,129,
Trocair College,health,NY,BUffalo,,True,Unranked,-2,
Troy University,regional-universities-south,AL,Troy,south,True,#45,45,
Truckee Meadows Community College,regional-colleges-west,NV,,west,True,Unranked,-2,
Truett McConnell University,regional-colleges-south,GA,Cleveland,south,True,#57,57,
Truman State University,regional-universities-midwest,MO,Kirksville,midwest,True,#5,5,
Tufts University,national-universities,MA,Medford,,True,#37,37,
Tulane University of Louisiana,national-universities,LA,New Orleans,,True,#63,63,
Turtle Mountain Community College,tribal,ND,Belcourt,,True,Unranked,-2,
Tusculum University,regional-universities-south,TN,Greeneville,south,True,#92,92,
Tuskegee University,regional-universities-south,AL,Tuskegee,south,True,#9,9,
Tyler Junior College,regional-colleges-west,TX,Tyler,west,True,Unranked,-2,
Union Adventist University,regional-colleges-midwest,NE,Lincoln,midwest,True,#14,14,
Union College (KY),regional-universities-south,KY,Barbourville,south,True,#104,104,
Union College (NY),national-liberal-arts-colleges,NY,Schenectady,,True,#40,40,
Union Institute and University,regional-universities-midwest,OH,Cincinnati,midwest,True,Unranked,-2,
Union University,national-universities,TN,Jackson,,True,#209,209,
United States Air Force Academy,national-liberal-arts-colleges,CO,USAF Academy,,True,#8,8,
United States Coast Guard Academy,regional-colleges-north,CT,New London,north,True,#1,1,
United States Merchant Marine Academy,regional-colleges-north,NY,Kings Point,north,True,#3,3,
United States Military Academy at West Point,national-liberal-arts-colleges,NY,West Point,,True,#8,8,
United States Naval Academy,national-liberal-arts-colleges,MD,Annapolis,,True,#4,4,
United States University,health,CA,Chula Vista,,True,Unranked,-2,
United Tribes Technical College,tribal,ND,Bismarck,,True,Unranked,-2,
Unitek College,health,CA,,,True,Unranked,-2,
Unity Environmental University,regional-universities-north,ME,Unity,north,True,#151-165,-1,
Universidad Adventista de las Antillas,regional-universities-south,PR,Mayaguez,south,True,#78,78,
Universidad Ana G. Mendez--Carolina Campus,regional-universities-south,PR,Carolina,south,True,#122-133,-1,
Universidad Ana G. Mendez--Cupey Campus,regional-universities-south,PR,Rio Piedras,south,True,#122-133,-1,
Universidad Ana G. Mendez--Gurabo Campus,national-universities,PR,Gurabo,,True,#392-434,-1,
Universidad Central Del Caribe,medical,PR,Bayamon,,True,Unranked,-2,
Universidad del Sagrado Corazon,regional-universities-south,PR,Santurce,south,True,#110,110,
Universidad Politecnica de Puerto Rico,regional-universities-south,PR,Hato Rey,south,True,#122-133,-1,
University at Albany--SUNY,national-universities,NY,Albany,,True,#121,121,
University at Buffalo--SUNY,national-universities,NY,Buffalo,,True,#76,76,
University of Advancing Technology,regional-colleges-west,AZ,Tempe,west,True,#23,23,
The University of Akron,national-universities,OH,Akron,,True,#377,377,
The University of Alabama,national-universities,AL,Tuscaloosa,,True,#171,171,
University of Alabama at Birmingham,national-universities,AL,Birmingham,,True,#136,136,
University of Alabama at Huntsville,national-universities,AL,Huntsville,,True,#244,244,
University of Alaska Anchorage,regional-universities-west,AK,Anchorage,west,True,#78,78,
University of Alaska Fairbanks,national-universities,AK,Fairbanks,,True,#388,388,
University of Alaska--Southeast,regional-universities-west,AK,Juneau,west,True,#105-115,-1,
University of Antelope Valley,regional-colleges-west,CA,Lancaster,west,True,#18,18,
University of Arizona,national-universities,AZ,Tucson,,True,#109,109,
University of Arkansas,national-universities,AR,Fayetteville,,True,#189,189,
University of Arkansas for Medical Sciences,special-focus-research,AR,Little Rock,,True,Unranked,-2,
University of Arkansas -- Fort Smith,regional-colleges-south,AR,Fort Smith,south,True,#22,22,
University of Arkansas--Little Rock,national-universities,AR,Little Rock,,True,#392-434,-1,
University of Arkansas--Monticello,regional-universities-south,AR,Monticello,south,True,#122-133,-1,
University of Arkansas--Pine Bluff,regional-colleges-south,AR,Pine Bluff,south,True,#21,21,
University of Baltimore,regional-universities-north,MD,Baltimore,north,True,#84,84,
University of Bridgeport,national-universities,CT,Bridgeport,,True,#392-434,-1,
"University of California, Berkeley",national-universities,CA,Berkeley,,True,#17,17,
"University of California, Davis",national-universities,CA,Davis,,True,#33,33,
University of California--Irvine,national-universities,CA,Irvine,,True,#33,33,
University of California--Los Angeles,national-universities,CA,Los Angeles,,True,#15,15,
"University of California, Merced",national-universities,CA,Merced,,True,#58,58,
"University of California, Riverside",national-universities,CA,Riverside,,True,#76,76,
"University of California, San Diego",national-universities,CA,La Jolla,,True,#29,29,
"University of California, Santa Barbara",national-universities,CA,Santa Barbara,,True,#39,39,
"University of California, Santa Cruz",national-universities,CA,Santa Cruz,,True,#84,84,
University of Central Arkansas,national-universities,AR,Conway,,True,#377,377,
University of Central Florida,national-universities,FL,Orlando,,True,#121,121,
University of Central Missouri,regional-universities-midwest,MO,Warrensburg,midwest,True,#73,73,
University of Central Oklahoma,regional-universities-west,OK,Edmond,west,True,#70,70,
University of Charleston,national-universities,WV,Charleston,,True,#392-434,-1,
University of Chicago,national-universities,IL,Chicago,,True,#11,11,
University of Cincinnati,national-universities,OH,Cincinnati,,True,#152,152,
University of Cincinnati--UC Blue Ash College,regional-colleges-midwest,OH,Cincinnati,midwest,True,Unranked,-2,
University of Colorado Boulder,national-universities,CO,Boulder,,True,#98,98,
University of Colorado--Colorado Springs,national-universities,CO,Colorado Springs,,True,#392-434,-1,
University of Colorado Denver,national-universities,CO,Denver,,True,#244,244,
University of Connecticut,national-universities,CT,Storrs,,True,#70,70,
University of Dallas,regional-universities-west,TX,Irving,west,True,#27,27,
University of Dayton,national-universities,OH,Dayton,,True,#136,136,
University of Delaware,national-universities,DE,Newark,,True,#86,86,
University of Denver,national-universities,CO,Denver,,True,#121,121,
University of Detroit Mercy,national-universities,MI,Detroit,,True,#189,189,
University of Dubuque,regional-universities-midwest,IA,Dubuque,midwest,True,#79,79,
University of Evansville,regional-universities-midwest,IN,Evansville,midwest,True,#16,16,
University of Findlay,national-universities,OH,Findlay,,True,#359,359,
University of Florida,national-universities,FL,Gainesville,,True,#30,30,
University of Georgia,national-universities,GA,Athens,,True,#46,46,
University of Guam,regional-universities-west,GU,Mangilao,west,True,#56,56,
University of Hartford,national-universities,CT,West Hartford,,True,#315,315,
University of Hawaii at Hilo,national-universities,HI,Hilo,,True,#352,352,
University of Hawaii at Manoa,national-universities,HI,Honolulu,,True,#171,171,
University of Hawaii--Maui College,regional-colleges-west,HI,Kahului,west,True,Unranked,-2,
University of Hawaii--West Oahu,regional-colleges-west,HI,Kapolei,west,True,#10,10,
University of Health Sciences & Pharmacy in St. Louis,health,MO,St. Louis,,True,Unranked,-2,
University of Holy Cross,regional-universities-south,LA,New Orleans,south,True,#101,101,
University of Houston,national-universities,TX,Houston,,True,#144,144,
University of Houston--Clear Lake,national-universities,TX,Houston,,True,#315,315,
University of Houston--Downtown,regional-universities-west,TX,Houston,west,True,#58,58,
University of Houston--Victoria,regional-universities-west,TX,Victoria,west,True,#90,90,
University of Idaho,national-universities,ID,Moscow,,True,#179,179,
University of Illinois Chicago,national-universities,IL,Chicago,,True,#80,80,
University of Illinois--Springfield,regional-universities-midwest,IL,Springfield,midwest,True,#28,28,
University of Illinois Urbana-Champaign,national-universities,IL,Champaign,,True,#33,33,
University of Indianapolis,national-universities,IN,Indianapolis,,True,#296,296,
University of Iowa,national-universities,IA,Iowa City,,True,#98,98,
University of Jamestown,regional-universities-midwest,ND,Jamestown,midwest,True,#135,135,
University of Kansas,national-universities,KS,Lawrence,,True,#152,152,
University of Kentucky,national-universities,KY,Lexington,,True,#152,152,
University of La Verne,national-universities,CA,La Verne,,True,#196,196,
University of Louisiana at Lafayette,national-universities,LA,Lafayette,,True,#377,377,
University of Louisiana at Monroe,national-universities,LA,Monroe,,True,#352,352,
University of Louisville,national-universities,KY,Louisville,,True,#179,179,
University of Lynchburg,national-universities,VA,Lynchburg,,True,#329,329,
University of Maine,national-universities,ME,Orono,,True,#259,259,
University of Maine at Farmington,regional-colleges-north,ME,Farmington,north,True,#15,15,
University of Maine--Augusta,regional-colleges-north,ME,Augusta,north,True,#40,40,
University of Maine--Fort Kent,regional-colleges-north,ME,Fort Kent,north,True,#28,28,
University of Maine--Presque Isle,regional-colleges-north,ME,Presque Isle,north,True,#35,35,
University of Mary,national-universities,ND,Bismarck,,True,#359,359,
University of Mary Hardin-Baylor,national-universities,TX,Belton,,True,#392-434,-1,
"University of Maryland, Baltimore",special-focus-research,MD,Baltimore,,True,Unranked,-2,
University of Maryland Baltimore County,national-universities,MD,Baltimore,,True,#144,144,
"University of Maryland, College Park",national-universities,MD,College Park,,True,#44,44,
